m_iHMissionType,m_iHMissionID,m_iHMissionName,m_iHTaskType,m_iHTaskID,m_iHNPCID,m_iHJournalNPCID,m_iHTerminatorNPCID,m_iHDifficultyType,m_iHBarkerTextID,m_iHCurrentObjective,m_iRequireInstanceID,m_iRepeatflag,m_iKorStReqLvlMin,m_iCTRReqLvMin,m_iCTRReqLvMax,m_iCSTRReqNano,m_iCSTReqGuide,m_iCSTReqMission,m_iCSTEntranceGroupMin,m_iCSTEntranceGroupMax,m_iCSTItemID,m_iCSTItemNumNeeded,m_iCSTTrigger,m_iCSUCheckTimer,m_iCSUEnemyID,m_iCSUNumToKill,m_iCSUItemID,m_iCSUItemNumNeeded,m_iCSUDEFNPCID,m_iCSUDEFNPCAI,m_iCSUDEPNPCFollow,m_iSTGrantTimer,m_iSTItemID,m_iSTItemNumNeeded,m_iSTItemDropRate,m_iSTGrantWayPoint,m_iSTSpawnMonsterID,m_iSTSpwanLocation,m_iSTMessageType,m_iSTMessageTextID,m_iSTMessageSendNPC,m_iSTDialogBubble,m_iSTDialogBubbleNPCID,m_iSTJournalIDAdd,m_pstrSTScript,m_iSTNanoID,m_iKorSuccRewardID,m_iSUReward,m_iSUOutgoingMission,m_iSUOutgoingTask,m_iSUItem,m_iSUInstancename,m_iSUMessageType,m_iSUMessagetextID,m_iSUMessageSendNPC,m_iSUDialogBubble,m_iSUDialogBubbleNPCID,m_iSUJournaliDAdd,m_iFOutgoingMission,m_iFOutgoingTask,m_iFItemID,m_iFItemNumNeeded,m_iFMessageType,m_iFMessageTextID,m_iFMessageSendNPC,m_iFDialogBubble,m_iFDialogBubbleNPCID,m_iFJournalIDAdd,m_iDelItemID,m_iMentorEmailID
3,716,13095,2,2508,1908,1908,2749,2,"[0, 0, 0, 0]",13101,0,0,54,18,0,"[0, 0, 0, 0, 0]",0,"[715, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2749,0,0,0,0,0,0,0,2508,0,0,0,0,0,2509,"[0, 0, 0]","[0, 0, 0]",2,13102,1908,0,0,2508,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,716,13095,5,2509,0,1908,0,2,"[0, 0, 0, 0]",13104,0,0,54,18,0,"[0, 0, 0, 0, 0]",0,"[715, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,120,"[184, 0, 0]","[10, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,120,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2699,0,0,0,0,0,0,0,2509,0,0,0,0,0,2511,"[0, 0, 0]","[0, 0, 0]",2,13105,1908,0,0,2509,0,2510,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,716,13095,2,2510,0,1908,2749,2,"[0, 0, 0, 0]",13107,0,0,54,18,0,"[0, 0, 0, 0, 0]",0,"[715, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2749,0,0,0,0,0,0,0,2510,0,0,0,0,0,2509,"[0, 0, 0]","[0, 0, 0]",2,13108,1908,0,0,2510,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,716,13095,1,2511,0,1908,1908,2,"[13112, 13113, 13114, 13115]",13110,0,0,54,18,0,"[0, 0, 0, 0, 0]",0,"[715, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1908,0,0,0,0,0,0,0,2511,0,0,0,634,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13111,1908,2511,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,717,13116,2,2512,739,739,2752,0,"[0, 0, 0, 0]",13122,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2752,0,0,0,0,0,0,0,2512,0,0,0,0,0,2513,"[0, 0, 0]","[0, 0, 0]",2,13123,739,0,0,2512,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,717,13116,1,2513,0,739,739,0,"[0, 0, 0, 0]",13125,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,175,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,175,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",739,0,0,0,0,0,0,0,2513,0,0,0,0,0,2515,"[0, 0, 0]","[0, 0, 0]",0,0,0,13126,739,2513,0,2514,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,717,13116,2,2514,0,739,2752,0,"[0, 0, 0, 0]",13128,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2752,0,0,2,13129,739,0,0,2514,0,0,0,0,0,2513,"[0, 0, 0]","[0, 0, 0]",2,13130,739,0,0,2514,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,717,13116,1,2515,0,739,741,0,"[0, 0, 0, 0]",13132,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",741,0,0,0,0,0,0,0,2515,0,0,0,635,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13133,741,2515,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,718,13134,5,2516,741,741,0,1,"[0, 0, 0, 0]",13140,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[717, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[389, 0, 0]","[9, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2188,0,0,0,0,0,0,0,2516,0,0,0,0,0,2517,"[0, 0, 0]","[0, 0, 0]",2,13141,741,0,0,2516,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,718,13134,1,2517,0,741,741,1,"[0, 0, 0, 0]",13143,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[717, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",741,0,0,0,0,0,0,0,2517,0,0,0,636,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13144,741,2517,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,719,13145,1,2518,741,741,1910,1,"[0, 0, 0, 0]",13151,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[718, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1910,0,0,0,0,0,0,0,2518,0,0,0,0,0,2519,"[0, 0, 0]","[0, 0, 0]",2,13152,1910,0,0,2518,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,719,13145,5,2519,0,741,0,1,"[0, 0, 0, 0]",13154,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[718, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[193, 0, 0]","[11, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2187,0,0,2,13155,741,0,0,2519,0,0,0,0,0,2520,"[0, 0, 0]","[0, 0, 0]",2,13156,1910,0,0,2519,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,719,13145,2,2520,0,741,2752,1,"[0, 0, 0, 0]",13158,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[718, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2752,0,0,0,0,0,0,0,2520,0,0,0,0,0,2521,"[0, 0, 0]","[0, 0, 0]",2,13159,1910,0,0,2520,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,719,13145,1,2521,0,741,741,1,"[13164, 13165, 13166, 13167]",13161,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[718, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",741,0,0,2,13162,741,0,0,2521,0,0,0,637,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13163,741,2521,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,720,13168,5,2522,742,742,0,1,"[0, 0, 0, 0]",13174,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[193, 0, 0]","[0, 0, 0]","[552, 0, 0]","[6, 0, 0]",0,0,0,0,"[552, 0, 0]","[0, 0, 0]","[85, 0, 0]",2187,0,0,0,0,0,0,0,2522,0,0,0,0,0,2523,"[552, 0, 0]","[-6, 0, 0]",2,13175,742,0,0,2522,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,720,13168,1,2523,0,742,742,1,"[0, 0, 0, 0]",13177,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",742,0,0,0,0,0,0,0,2523,0,0,0,638,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13178,742,2523,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,721,13179,5,2524,742,742,0,1,"[0, 0, 0, 0]",13185,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[720, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[388, 0, 0]","[0, 0, 0]","[553, 0, 0]","[1, 0, 0]",0,0,0,0,"[553, 0, 0]","[0, 0, 0]","[20, 0, 0]",2700,0,0,0,0,0,0,0,2524,0,0,0,0,0,2525,"[553, 0, 0]","[-1, 0, 0]",2,13186,742,0,0,2524,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,721,13179,1,2525,0,742,742,1,"[0, 0, 0, 0]",13188,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[720, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",742,0,0,0,0,0,0,0,2525,0,0,0,639,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13189,742,2525,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,722,13190,5,2526,742,742,0,1,"[0, 0, 0, 0]",13196,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[721, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[389, 0, 0]","[0, 0, 0]","[554, 0, 0]","[2, 0, 0]",0,0,0,0,"[554, 0, 0]","[0, 0, 0]","[35, 0, 0]",2188,0,0,0,0,0,0,0,2526,0,0,0,0,0,2527,"[554, 0, 0]","[-2, 0, 0]",2,13197,742,0,0,2526,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,722,13190,1,2527,0,742,742,1,"[13201, 13202, 13203, 13204]",13199,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[721, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",742,0,0,0,0,0,0,0,2527,0,0,0,640,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13200,742,2527,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,726,13205,2,2528,740,740,2750,2,"[0, 0, 0, 0]",13211,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2750,0,0,0,0,0,0,0,2528,0,0,0,0,0,2529,"[0, 0, 0]","[0, 0, 0]",2,13212,740,0,0,2528,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,726,13205,5,2529,0,740,0,2,"[0, 0, 0, 0]",13214,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[388, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2750,0,0,0,0,0,0,0,2529,0,0,0,0,0,2530,"[0, 0, 0]","[0, 0, 0]",2,13215,740,0,0,2529,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,726,13205,2,2530,0,740,2751,2,"[0, 0, 0, 0]",13217,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2751,0,0,0,0,0,0,0,2530,0,0,0,0,0,2531,"[0, 0, 0]","[0, 0, 0]",2,13218,740,0,0,2530,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,726,13205,5,2531,0,740,0,2,"[0, 0, 0, 0]",13220,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[388, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2751,0,0,0,0,0,0,0,2531,0,0,0,0,0,2532,"[0, 0, 0]","[0, 0, 0]",2,13221,740,0,0,2531,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,726,13205,1,2532,0,740,740,2,"[13225, 13226, 13227, 13228]",13223,0,0,57,19,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",740,0,0,0,0,0,0,0,2532,0,0,0,641,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,13224,740,2532,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,731,13236,1,2533,3135,3135,3136,1,"[0, 0, 0, 0]",13242,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3136,0,0,0,0,0,13243,0,2533,0,0,0,0,0,2534,"[0, 0, 0]","[0, 0, 0]",0,0,0,13244,3136,2533,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,731,13236,3,2534,0,3135,3137,1,"[0, 0, 0, 0]",13246,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3137,0,0,2,13247,3135,0,0,2534,0,0,0,0,0,2535,"[0, 0, 0]","[0, 0, 0]",0,0,0,13248,3137,2534,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,731,13236,5,2535,0,3135,0,1,"[0, 0, 0, 0]",13250,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[428, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2776,0,0,2,13251,3135,0,0,2535,0,0,0,0,0,2536,"[0, 0, 0]","[0, 0, 0]",2,13252,3137,0,0,2535,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,731,13236,1,2536,0,3135,2806,1,"[0, 0, 0, 0]",13254,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2806,0,0,2,13255,3135,0,0,2536,0,0,0,0,0,2537,"[0, 0, 0]","[0, 0, 0]",0,0,0,13256,2806,2536,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,731,13236,3,2537,0,3135,3137,1,"[0, 0, 0, 0]",13258,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3137,0,0,0,0,0,13259,2806,2537,0,0,0,0,0,2538,"[0, 0, 0]","[0, 0, 0]",0,0,0,13260,3137,2537,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,731,13236,1,2538,0,3135,3135,1,"[0, 0, 0, 0]",13262,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3135,0,0,2,13263,2806,0,0,2538,0,0,0,642,0,0,"[0, 0, 0]","[0, 0, 0]",2,13264,3136,0,0,2538,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,732,13265,1,2539,3136,3136,3135,1,"[0, 0, 0, 0]",13271,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[731, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3135,0,0,0,0,0,13272,3136,2539,0,0,0,0,0,2540,"[0, 0, 0]","[0, 0, 0]",0,0,0,13273,3135,2539,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,732,13265,3,2540,0,3136,3138,1,"[0, 0, 0, 0]",13275,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[731, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3138,0,0,0,0,0,13276,3135,2540,0,0,0,0,0,2541,"[0, 0, 0]","[0, 0, 0]",2,13277,3135,0,0,2540,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,732,13265,5,2541,0,3136,0,1,"[0, 0, 0, 0]",13279,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[731, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[432, 0, 0]","[0, 0, 0]","[555, 0, 0]","[2, 0, 0]",0,0,0,0,"[555, 0, 0]","[0, 0, 0]","[400, 0, 0]",2229,0,0,2,13280,2806,0,0,2541,0,0,0,0,0,2542,"[555, 0, 0]","[-2, 0, 0]",2,13281,2806,0,0,2541,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[555, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,732,13265,1,2542,0,3136,2806,1,"[0, 0, 0, 0]",13283,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[731, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2806,0,0,2,13284,3135,0,0,2542,0,0,0,0,0,2543,"[0, 0, 0]","[0, 0, 0]",0,0,0,13285,2806,2542,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,732,13265,1,2543,0,3136,3135,1,"[0, 0, 0, 0]",13287,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[731, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3135,0,0,2,13288,3135,0,0,2543,0,0,0,643,0,0,"[0, 0, 0]","[0, 0, 0]",2,13289,3136,0,0,2543,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,733,13290,1,2544,3135,3135,3139,1,"[0, 0, 0, 0]",13296,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[732, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3139,0,0,2,13297,3135,0,0,2544,0,0,0,0,0,2545,"[0, 0, 0]","[0, 0, 0]",0,0,0,13298,3139,2544,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,733,13290,5,2545,0,3135,0,1,"[0, 0, 0, 0]",13300,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[732, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[433, 0, 0]","[0, 0, 0]","[556, 0, 0]","[1, 0, 0]",0,0,0,0,"[556, 0, 0]","[0, 0, 0]","[20, 0, 0]",1848,0,0,0,0,0,0,0,2545,0,0,0,0,0,2546,"[0, 0, 0]","[0, 0, 0]",2,13301,3135,0,0,2545,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,733,13290,1,2546,0,3135,3135,1,"[0, 0, 0, 0]",13303,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[732, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3135,0,0,0,0,0,0,0,2546,0,0,0,0,0,2547,"[0, 0, 0]","[0, 0, 0]",0,0,0,13304,3135,2546,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,733,13290,1,2547,0,3135,3136,1,"[0, 0, 0, 0]",13306,0,0,81,27,0,"[0, 0, 0, 0, 0]",0,"[732, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3136,0,0,2,13307,3136,0,0,2547,0,0,0,0,0,2548,"[0, 0, 0]","[0, 0, 0]",0,0,0,13308,3136,2547,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
